점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정연도,운영여부,데이터기준일자,제공기관코드,제공기관명
GS25연수타운,인천광역시,연수구,23040,인천광역시 연수구 샘말로21번길 3(연수2동 602-3),,37.4125075,126.6782113,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25동춘태평,인천광역시,연수구,23040,"인천광역시 연수구 앵고개로206번길 10, 101,102호 (동춘동 939, 태평아파트)",,37.41086543,126.6665649,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25연수선학,인천광역시,연수구,23040,"인천광역시 연수구 넘말로29번길 21, 1층 (선학동 398-2)",,37.4284072,126.6965548,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25동춘풍림,인천광역시,연수구,23040,"인천광역시 연수구 경원대로119번길 21, 분산상가 101호 (동춘동 929, 풍림아파트)",,37.40029851,126.6730899,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25인천선학,인천광역시,연수구,23040,"인천광역시 연수구 비류대로 529번길 10, 1층",,37.4235478,126.6935277,032-812-3325,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25연수우주,인천광역시,연수구,23040,"인천광역시 연수구 함박뫼로 115, 상가동 111",,37.42343946,126.6794018,032-817-2525,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25청학본,인천광역시,연수구,23040,인천광역시 연수구 비류대로 278번길 8-3,,37.42603476,126.6652368,032-832-0234,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
세븐일레븐연수청량점,인천광역시,연수구,23040,,인천광역시 연수구 옥련동 348-77,37.42360191,126.6551775,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
세븐일레븐송도포스코점,인천광역시,연수구,23040,인천광역시 연수구 컨벤시아대로 42번길 77,,37.40272187,126.644857,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
세븐일레븐인천함박희망점,인천광역시,연수구,23040,인천광역시 연수구 함박로 3번길 4,,37.42503001,126.6784991,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
세븐일레븐인천연수희망점,인천광역시,연수구,23040,인천광역시 연수구 함박로 67번길 4,,37.425542,126.6849337,032-822-7771,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
세븐일레븐인천선학점,인천광역시,연수구,23040,"인천광역시 연수구 학나래로 46번길 19, 1층",,37.42543405,126.697764,032-818-3501,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
세븐일레븐송도점 B,인천광역시,연수구,23040,,인천광역시 연수구 옥련동 550-1,37.4180222,126.6515274,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
세븐일레븐연수천지프라자점,인천광역시,연수구,23040,인천광역시 연수구 용담로 118번길 7,,37.41430951,126.6777553,032-811-7365,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
미니스톱인천메카점,인천광역시,연수구,23040,인천광역시 연수구 용담로125번길 41 (연수동),,37.4157447,126.6798127,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
미니스톱연수점,인천광역시,연수구,23040,인천광역시 연수구 비류대로 230 (옥련동)319-14,,37.4269207,126.6602356,,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25송도글로벌,인천광역시,연수구,23040,"인천광역시 연수구 송도문화로28번길 28, 201동 116호",,37.37811862,126.6539471,032-818-5424,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25청학수인,인천광역시,연수구,23040,"인천광역시 연수구 청학로6번길 94,1층",,37.426329,126.6683152,032-831-8348,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25청능공원,인천광역시,연수구,23040,인천광역시 연수구 청능말로 7번길 20,,37.41721308,126.6694422,032-831-9108,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25송도더샵,인천광역시,연수구,23040,"인천광역시 연수구 아트센터대로97번길 75, 106호",,37.39858834,126.6473659,032-834-2439,인천연수경찰서,2018,Y,2025-11-30,3520000,인천광역시 연수구
GS25 강화동막점,인천광역시,강화군,35700,인천광역시 강화군 화도면 해안남로 1480,,37.59297689,126.4584996,,인천강화경찰서,,Y,2025-11-28,3570000,인천광역시 강화군
세븐일레븐 강화으뜸점,인천광역시,강화군,35700,인천광역시 강화군 화도면 해안남로 1136,,37.61468243,126.4553747,,인천강화경찰서,,Y,2025-11-28,3570000,인천광역시 강화군
세븐일레븐인천심곡센터점,인천광역시,서구,28260,인천광역시 서구 용두산로26번길 14-1,인천광역시 서구 심곡동 326-3,37.54637205,126.6700312,070-7715-2339,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐가정청담프라자점,인천광역시,서구,28260,인천광역시 서구 염곡로498번안길 28,인천광역시 서구 가정동 611-23,37.52758212,126.6712711,,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
GS25나은병원점,인천광역시,서구,28260,인천광역시 서구 원적로 23,인천광역시 서구 가좌동 277-7,37.48905901,126.6797832,032-503-1207,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
GS25검암승학점,인천광역시,서구,28260,인천광역시 서구 승학로382번길 1,인천광역시 서구 검암동 672-6,37.55585608,126.6732945,032-561-4226,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
GS25서구하늘채점,인천광역시,서구,28260,인천광역시 서구 율도로77번길 41,인천광역시 서구 신현동 279-13,37.51727166,126.6708467,032-579-2335,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐인천석남서달로점,인천광역시,서구,28260,인천광역시 서구 서달로123번길 14,인천광역시 서구 석남동 485-11,37.50983617,126.6771694,032-578-7338,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
씨유공촌경남점,인천광역시,서구,28260,인천광역시 서구 경명대로694번길 1,인천광역시 서구 공촌동 307,37.55168536,126.6857038,070-8827-7615,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
GS25서부공단점,인천광역시,서구,28260,인천광역시 서구 호두산로58번길 4,인천광역시 서구 경서동 350-96,37.54670686,126.6450529,032-567-3685,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
씨유경서해피트리점,인천광역시,서구,28260,인천광역시 서구 도요지로 188,인천광역시 서구 경서동 999-4,37.55671185,126.6710578,032-566-7920,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
씨유원당어울림점,인천광역시,서구,28260,인천광역시 서구 고산로 17,인천광역시 서구 원당동 854-5,37.59440422,126.7015546,032-562-2983,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
GS25심곡삼성점,인천광역시,서구,28260,인천광역시 서구 용두산로 24,인천광역시 서구 심곡동 328-10,37.54522879,126.670226,032-562-4727,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
씨유서구서영점,인천광역시,서구,28260,인천광역시 서구 탁옥로73번길 38,인천광역시 서구 심곡동 279-2,37.54716736,126.6779273,032-221-7747,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐검단마전점,인천광역시,서구,28260,인천광역시 서구 마전로 117,인천광역시 서구 마전동 1140-8,37.60863349,126.6682003,032-561-2827,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
씨유서구청라점,인천광역시,서구,28260,인천광역시 서구 심곡로100번길 25,인천광역시 서구 심곡동 291,37.54234309,126.6835686,,인천서부경찰서,2021,Y,2025-11-14,3560000,인천광역시 서구
이마트24루원탑점,인천광역시,서구,28260,인천광역시 서구 염곡로464번길 11,인천광역시 서구 가정동 619-6,37.52641768,126.6705158,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐인천마전점,인천광역시,서구,28260,인천광역시 서구 검단로623번길 59,인천광역시 서구 마전동 1130-4,37.6117546,126.6644074,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐가좌진흥점,인천광역시,서구,28260,인천광역시 서구 건지로250번길 96,인천광역시 서구 가좌동 167-15,37.49053434,126.6692284,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐서구연희공원점,인천광역시,서구,28260,인천광역시 서구 간촌로 19,인천광역시 서구 연희동 707-13,37.54923087,126.679172,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
씨유서구초롱점,인천광역시,서구,28260,인천광역시 서구 심곡로49번길 6,인천광역시 서구 심곡동 254-4,37.54264417,126.675389,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
GS25연희필승점,인천광역시,서구,28260,인천광역시 서구 연희로 15,인천광역시 서구 연희동 689-3,37.54917089,126.6753896,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
씨유심곡대동점,인천광역시,서구,28260,인천광역시 서구 탁옥로97번길 1,인천광역시 서구 심곡동 282-5,37.54383798,126.6803068,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐세븐일레븐서구으뜸점,인천광역시,서구,28260,인천광역시 서구 심곡로 21,인천광역시 서구 심곡동 337-6,37.54244516,126.6720058,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
씨유씨유심곡늘푸른점,인천광역시,서구,28260,인천광역시 서구 승학로 209,인천광역시 서구 심곡동 344-1,37.54119446,126.6722549,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
GS25연희중앙점,인천광역시,서구,28260,인천광역시 서구 승학로 321,인천광역시 서구 연희동 739-1,37.5503268,126.6736974,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
씨유검암엘레강스,인천광역시,서구,28260,인천광역시 서구 승학로506번길 89,인천광역시 서구 검암동 658-10,37.55754364,126.6742721,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
GS25성신여대,서울특별시,성북구,11290,서울특별시 성북구 보문로34길 88,서울특별시 성북구 동선동2가 154,37.59125586,127.0201519,02-4231-9513,성북경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
GS25성북한천로,서울특별시,성북구,11290,서울특별시 성북구 한천로 572,서울특별시 성북구 석관동 124-34,37.6108434,127.0630028,02-965-5152,종암경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
세븐일레븐인천서구청중앙점,인천광역시,서구,28260,인천광역시 서구 서곶로315번길 14,인천광역시 서구 심곡동 240-5,37.54598224,126.6752791,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
GS25심곡광명점,인천광역시,서구,28260,인천광역시 서구 승학로235번길 16,인천광역시 서구 심곡동 335-7,37.54366442,126.6709478,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
씨유심곡센터점,인천광역시,서구,28260,인천광역시 서구 용두산로 11,인천광역시 서구 심곡동 331-1,37.54525898,126.671425,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
GS25모통공원점,인천광역시,서구,28260,인천광역시 서구 심곡로113번길 28,인천광역시 서구 심곡동 302-4,37.54274189,126.6789014,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
씨유국제성모병원 1호점,인천광역시,서구,28260,"인천광역시 서구 심곡로 100번길 25 지하1층(심곡동, 국제성모병원)",,37.54233067,126.6836084,,인천서부경찰서,2022,Y,2025-11-14,3560000,인천광역시 서구
씨유서구여성회관점,인천광역시,서구,28260,인천광역시 서구 서달로 16,인천광역시 서구 석남동 322-53,37.49985867,126.6783446,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유인천검바위역점,인천광역시,서구,28260,인천광역시 서구 서곶로 489,인천광역시 서구 검암동 244-2,37.56145675,126.6772271,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유루원SK뷰점,인천광역시,서구,28260,인천광역시 서구 가정로 437,,37.52195565,126.6765082,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유청라대광점,인천광역시,서구,28260,인천광역시 서구 비즈니스로182번길 4-18,인천광역시 서구 청라동 36-6,37.5391571,126.6228567,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유청라엔파트점,인천광역시,서구,28260,인천광역시 서구 솔빛로 13,인천광역시 서구 청라동 102-3,37.52400114,126.6220586,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유청라파크자이2단지점,인천광역시,서구,28260,인천광역시 서구 보석로18번길 15,인천광역시 서구 청라동 104-137,37.52174448,126.6259286,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유서구청라SK점,인천광역시,서구,28260,인천광역시 서구 솔빛로 93,인천광역시 서구 청라동 103-16,37.52612764,126.6298992,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25청라레이크봄점,인천광역시,서구,28260,인천광역시 서구 청라한내로100번길 8-28,인천광역시 서구 청라동 96-7,37.53329264,126.6304203,070-7766-7346,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25청라대장점,인천광역시,서구,28260,인천광역시 서구 청라한내로72번길 7-15,인천광역시 서구 청라동 96-16,37.53254695,126.6292967,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유원당신안점,인천광역시,서구,28260,인천광역시 서구 원당대로820번길 15,인천광역시 서구 당하동 1027-16,37.59234797,126.692216,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐가좌공단중앙점,인천광역시,서구,28260,인천광역시 서구 장고개로243번길 26,인천광역시 서구 가좌동 273-23,37.48707728,126.6769351,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐신현점,인천광역시,서구,28260,인천광역시 서구 가경주로 46,인천광역시 서구 가정동 515,37.51735895,126.673760,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유루원리더점,인천광역시,서구,28260,인천광역시 서구 가정로 437 루원시티 SK리더스뷰 1층 301동 B220호,인천광역시 서구 가정동 480-15,37.52321972,126.6720856,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25인천신현타운점,인천광역시,서구,28260,인천광역시 서구 새오개로 79,인천광역시 서구 신현동 173-32,37.5172825,126.6653704,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유가정루에블리점,인천광역시,서구,28260,인천광역시 서구 봉오재1로 49,인천광역시 서구 신현동 304-2,37.52394782,126.6670938,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐가정호반점,인천광역시,서구,28260,인천광역시 서구 봉오재3로 75,인천광역시 서구 가정동 609-1,37.52933662,126.6681586,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐청라풍경채점,인천광역시,서구,28260,인천광역시 서구 청라커낼로 321,인천광역시 서구 청라동 147-11,37.53721418,126.6444001,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25가좌하늘점,인천광역시,서구,28260,인천광역시 서구 건지로284번길 11-1,인천광역시 서구 가좌동 111-36,37.49799308,126.6738197,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유서구청라한신점,인천광역시,서구,28260,인천광역시 서구 청라커낼로260번길 27,인천광역시 서구 청라동 157-21,37.53238773,126.6470454,032-566-4025,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유청라그랑블점,인천광역시,서구,28260,인천광역시 서구 청라에메랄드로 65,인천광역시 서구 청라동 165-10,37.5305377943,126.6560214761,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25청라다예다음점,인천광역시,서구,28260,인천광역시 서구 청라에메랄드로 134,인천광역시 서구 청라동 130-4,37.536713287,126.6570027001,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유청라파크점,인천광역시,서구,28260,인천광역시 서구 청라에메랄드로133번길 14,인천광역시 서구 청라동 129-1,37.53689586,126.6550321,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐청라청연점,인천광역시,서구,28260,인천광역시 서구 중봉대로586번길 15,인천광역시 서구 청라동 163-2,37.53210778,126.651382,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
이마트24청라엑슬루점,인천광역시,서구,28260,인천광역시 서구 중봉대로586번길 22,인천광역시 서구 청라동 164-1,37.53080502,126.6513493,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유청라진성점,인천광역시,서구,28260,인천광역시 서구 청라커낼로260번길 11,인천광역시 서구 청라동 158-1,37.53208842,126.6457212,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
이마트24청라국제도시점,인천광역시,서구,28260,인천광역시 서구 청라커낼로288번길 26,인천광역시 서구 청라동 157-10,37.53366048,126.6474412,032-563-7442,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐청라경연프라자점,인천광역시,서구,28260,인천광역시 서구 청라루비로 95,인천광역시 서구 청라동 152-10,37.53373805,126.6401487,032-577-0099,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25청라본점,인천광역시,서구,28260,인천광역시 서구 크리스탈로74번길 17,인천광역시 서구 청라동 153-3,37.53205671,126.6385315,032-568-6463,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐청라포스코점,인천광역시,서구,28260,인천광역시 서구 크리스탈로74번길 26,인천광역시 서구 청라동 154-1,37.53084007,126.6381434,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐가정루원시티점,인천광역시,서구,28260,인천광역시 서구 가정로406번길 14-1,인천광역시 서구 가정동 495-16,37.52101526,126.6748258,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유서구성민병원점,인천광역시,서구,28260,인천광역시 서구 칠천왕로33번길 22,인천광역시 서구 석남동 523-18,37.50949157,126.669249,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25가좌진주점,인천광역시,서구,28260,인천광역시 서구 장고개로293번길 17,인천광역시 서구 가좌동 241-14,37.49025062,126.682769,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유연희타운점,인천광역시,서구,28260,인천광역시 서구 심곡로 193-14,인천광역시 서구 연희동 696-12,37.55034572,126.6805601,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25연희해드림점,인천광역시,서구,28260,인천광역시 서구 간촌로31번길 2,인천광역시 서구 연희동 703-7,37.54919889,126.6807098,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유서구중앙점,인천광역시,서구,28260,인천광역시 서구 가경주로24번길 11,인천광역시 서구 가정동 521-12,37.51551099,126.6748687,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유검단우방1차점,인천광역시,서구,28260,인천광역시 서구 완정로 208,인천광역시 서구 금곡동 736-1,37.60369743,126.6532865,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유뉴검단탑병원점,인천광역시,서구,28260,인천광역시 서구 청마로34번길 6,인천광역시 서구 당하동 1075-9,37.59134137,126.6692947,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유연희베스트점,인천광역시,서구,28260,인천광역시 서구 연희로 24,인천광역시 서구 연희동 739-8,37.54940138,126.6744456,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유가좌썬스타점,인천광역시,서구,28260,인천광역시 서구 봉수대로 151,인천광역시 서구 가좌동 178-67,37.48974567,126.6591408,032-577-5899,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25마전현대점,인천광역시,서구,28260,인천광역시 서구 완정로34번길 53,인천광역시 서구 마전동 1004,37.59769548,126.6742115,032-561-2003,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐인천석남로점,인천광역시,서구,28260,인천광역시 서구 석남로 67,인천광역시 서구 석남동 588-25,37.50113899,126.6690152,032-277-2896,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25가좌초원점,인천광역시,서구,28260,인천광역시 서구 가정로112번길 13,인천광역시 서구 가좌동 144-17,37.49464007,126.6733224,032-575-7127,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25인천가좌점,인천광역시,서구,28260,인천광역시 서구 가정로78번길 20,인천광역시 서구 가좌동 158,37.49145152,126.6734504,032-576-2511,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25검암공원점,인천광역시,서구,28260,인천광역시 서구 검암로39번길 30-12,인천광역시 서구 검암동 493-1,37.5678769,126.6770208,032-566-1626,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25검단정석점,인천광역시,서구,28260,인천광역시 서구 발산로 41,인천광역시 서구 원당동 1043-9,37.59304669,126.7120027,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유석남드림점,인천광역시,서구,28260,인천광역시 서구 신석로122번길 10,인천광역시 서구 석남동 498-3,37.50880914,126.6751531,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
이마트24서구심곡점,인천광역시,서구,28260,인천광역시 서구 탁옥로33번길 9,인천광역시 서구 심곡동 242-11,37.54488319,126.6731519,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
이마트24석남중앙점,인천광역시,서구,28260,인천광역시 서구 건지로249번길 21,인천광역시 서구 석남동 588-7,37.50121817,126.6698443,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
GS25경서드림점,인천광역시,서구,28260,인천광역시 서구 도요지로 21,인천광역시 서구 경서동 723-3,37.55921783,126.652751,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25검단목화점,인천광역시,서구,28260,,인천광역시 서구 마전동 916 상가동 101호,37.60452553,126.658373,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유서구완정로점,인천광역시,서구,28260,인천광역시 서구 완정로133번길 2,인천광역시 서구 왕길동 664-3,37.60042693,126.6607549,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
CU 갈산하나점,인천광역시,부평구,28237,"인천광역시 부평구 갈월서로 45(갈산동,하나아파트)",인천광역시 부평구 갈산동 362,37.51064108,126.7220171,070-4432-8077,인천삼산경찰서,2021,Y,2025-12-22,3540000,인천광역시 부평구
CU 갈산한국점,인천광역시,부평구,28237,"인천광역시 부평구 부평대로278번길 42(갈산동,한국아파트)",인천광역시 부평구 갈산동 179-1,37.5142879,126.7242571,032-297-0909,인천삼산경찰서,2021,Y,2025-12-22,3540000,인천광역시 부평구
도서관 동수작은도서관,인천광역시,부평구,28237,인천광역시 부평구 동수북로166번길 20,인천광역시 부평구 부평동 699-22,37.488001,126.724491,032-509-8884,인천부평경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
도서관 희망천작은도서관,인천광역시,부평구,28237,인천광역시 부평구 경인로834번길 8,인천광역시 부평구 부평동 768-110,37.482237,126.7145029,032-509-8623,인천부평경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
미니스톱 부평북부점,인천광역시,부평구,28237,인천광역시 부평구 경원대로 1417,인천광역시 부평구 부평동 160-24,37.491408,126.726619,,인천삼산경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
세븐일레븐 삼산햇살점,인천광역시,부평구,28237,인천광역시 부평구 충선로 311번길 27,인천광역시 부평구 삼산동 428-3,37.51693663,126.733665,,인천삼산경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
세븐일레븐 백운역점,인천광역시,부평구,28237,인천광역시 부평구 마장로 75,인천광역시 부평구 십정동 186-84,37.485498,126.707679,032-505-0681,인천부평경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
GS25 동수로점,인천광역시,부평구,28237,인천광역시 부평구 동수로 27,인천광역시 부평구 부평동 672-23,37.48509244,126.721527,032-502-9506,인천부평경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
세븐일레븐 부평상정로점,인천광역시,부평구,28237,인천광역시 부평구 상정로17,인천광역시 부평구 십정동 187-20,37.480758,126.7013031,1577-0711,인천부평경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
세븐일레븐 부평십정동점,인천광역시,부평구,28237,인천광역시 부평구 함봉로42번길 7-1,인천광역시 부평구 십정동 75-7,37.48191818,126.694204,1577-0711,인천부평경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
세븐일레븐 노체점,인천광역시,부평구,28237,인천광역시 부평구 부흥로264,인천광역시 부평구 부평동 529-40,37.498303,126.721055,032-522-0999,인천부평경찰서,2019,Y,2025-12-22,3540000,인천광역시 부평구
여성권익시설 오내친구장애인성폭력상담소,인천광역시,부평구,28237,인천광역시 부평구 부평대로 137-10,인천광역시 부평구 부평동 41-14,37.503758,126.720773,032-506-5479,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평에이에프점,인천광역시,부평구,28237,인천광역시 부평구 경인로735번길 3,인천광역시 부평구 십정동 580-8,37.475216,126.709072,080-080-3663,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평일신동2호점,인천광역시,부평구,28237,인천광역시 부평구 일신로 8,인천광역시 부평구 일신동 108-12,37.48422399,126.7455614,032-521-1530,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 동암향기점,인천광역시,부평구,28237,인천광역시 부평구 하정로20번길 3,인천광역시 부평구 십정동 401,37.47410413,126.702445,032-421-2586,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 동암제일점,인천광역시,부평구,28237,인천광역시 부평구 아트센터로74번길 78,인천광역시 부평구 십정동 491-1,37.47313126,126.706877,032-424-7546,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평경인센터점,인천광역시,부평구,28237,인천광역시 부평구 백범로577번길 15-5,인천광역시 부평구 십정동 557-27,37.47391523,126.6892839,032-572-8752,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평동암남부역점,인천광역시,부평구,28237,인천광역시 부평구 동암남로 4,인천광역시 부평구 십정동 519-1,37.470804,126.703851,032-505-9199,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 동암그린점,인천광역시,부평구,28237,인천광역시 부평구 배곶로 36,인천광역시 부평구 십정동 315-16,37.471341,126.697533,032-429-4113,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 동암비버리씨티점,인천광역시,부평구,28237,인천광역시 부평구 열우물로25번길 14-3,인천광역시 부평구 십정동 406-3,37.471107,126.7004053,032-422-0721,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 청천수출단지점,인천광역시,부평구,28237,인천광역시 부평구 안남로434번길 23,인천광역시 부평구 청천동 409-7,37.522105,126.7121475,032-511-6120,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 산곡삼보점,인천광역시,부평구,28237,인천광역시 부평구 원적로 286,인천광역시 부평구 산곡동 180-390,37.50452139,126.697924,032-513-3068,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
